state,account_length,area_code,phone_number,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,international_plan,voice_mail_plan,outcome
43.0,19.0,510.0,4316.0,34.0,156.6,97.0,26.62,224.2,97.0,19.06,260.9,135.0,11.74,?,?,3.05,?,0.0,1.0,0
6.0,48.0,415.0,4859.0,0.0,171.9,98.0,29.22,159.0,127.0,13.52,139.5,101.0,6.28,7.6,?,2.05,2.0,0.0,0.0,0
14.0,87.0,415.0,4018.0,0.0,221.4,69.0,37.64,195.2,53.0,16.59,120.6,91.0,5.43,13.7,4.0,3.7,1.0,0.0,0.0,0
18.0,13.0,415.0,3204.0,0.0,58.4,121.0,9.93,262.2,64.0,22.29,159.0,115.0,7.15,11.9,5.0,3.21,1.0,0.0,0.0,0
11.0,60.0,510.0,367.0,0.0,179.4,108.0,30.5,263.2,74.0,22.37,133.3,78.0,?,13.4,7.0,3.62,2.0,0.0,0.0,0
?,127.0,415.0,3734.0,23.0,182.0,?,30.94,216.1,85.0,18.37,156.9,82.0,7.06,9.8,4.0,2.65,1.0,0.0,1.0,0
?,149.0,510.0,2005.0,0.0,180.9,79.0,?,194.9,83.0,16.57,?,109.0,?,8.8,?,?,3.0,?,0.0,0
9.0,91.0,510.0,3161.0,24.0,93.5,112.0,15.9,183.4,128.0,15.59,240.7,133.0,10.83,9.9,3.0,2.67,0.0,1.0,1.0,0
8.0,92.0,415.0,?,0.0,197.0,84.0,33.49,269.3,105.0,22.89,158.9,105.0,7.15,10.8,4.0,2.92,1.0,0.0,0.0,0
41.0,128.0,415.0,1390.0,0.0,247.3,91.0,42.04,182.7,60.0,15.53,143.2,112.0,?,14.7,2.0,3.97,?,0.0,0.0,0
37.0,28.0,?,1048.0,0.0,171.2,90.0,?,173.9,65.0,?,210.5,139.0,9.47,14.0,4.0,3.78,?,0.0,0.0,0
?,108.0,408.0,1282.0,15.0,165.1,85.0,28.07,267.0,93.0,22.7,250.7,114.0,11.28,10.9,4.0,2.94,?,0.0,?,0
1.0,98.0,408.0,2877.0,0.0,161.0,117.0,27.37,190.9,113.0,16.23,227.7,113.0,10.25,12.1,4.0,3.27,4.0,0.0,0.0,0
31.0,92.0,510.0,4924.0,29.0,155.4,110.0,26.42,188.5,104.0,16.02,254.9,118.0,11.47,8.0,4.0,2.16,?,0.0,1.0,0
40.0,125.0,408.0,3907.0,0.0,143.6,119.0,24.41,238.5,119.0,?,173.6,89.0,7.81,?,4.0,2.94,2.0,0.0,0.0,0
?,92.0,415.0,4251.0,0.0,184.7,60.0,31.4,262.0,73.0,22.27,239.5,120.0,?,12.3,6.0,3.32,2.0,0.0,?,1
19.0,34.0,415.0,2428.0,0.0,?,89.0,49.93,272.5,71.0,?,178.2,76.0,8.02,11.0,10.0,2.97,2.0,0.0,0.0,1
32.0,111.0,415.0,?,0.0,132.6,?,22.54,221.1,67.0,18.79,?,101.0,5.76,12.7,2.0,3.43,4.0,0.0,?,1
38.0,167.0,415.0,56.0,0.0,181.2,122.0,30.8,262.5,77.0,?,214.0,88.0,9.63,8.4,4.0,2.27,0.0,1.0,0.0,0
37.0,113.0,415.0,2096.0,0.0,159.8,143.0,27.17,210.1,93.0,17.86,175.1,86.0,7.88,13.1,7.0,3.54,?,0.0,0.0,0
?,?,408.0,4566.0,25.0,173.0,91.0,29.41,?,64.0,20.89,300.0,99.0,13.5,4.8,3.0,1.3,0.0,?,1.0,0
?,104.0,415.0,2667.0,0.0,261.2,81.0,44.4,209.1,130.0,?,281.1,121.0,12.65,11.3,1.0,3.05,?,0.0,0.0,1
19.0,58.0,408.0,3618.0,47.0,151.1,117.0,25.69,?,103.0,11.68,172.6,99.0,7.77,9.2,8.0,2.48,1.0,0.0,1.0,0
50.0,?,415.0,?,39.0,260.8,130.0,44.34,213.4,111.0,18.14,195.6,97.0,?,10.1,5.0,2.73,1.0,0.0,1.0,0
18.0,?,510.0,2401.0,0.0,310.4,97.0,52.77,66.5,123.0,5.65,246.5,99.0,11.09,9.2,10.0,2.48,4.0,?,0.0,0
13.0,99.0,415.0,2568.0,0.0,201.5,103.0,34.26,124.2,120.0,10.56,239.9,56.0,10.8,?,3.0,3.11,0.0,0.0,0.0,0
10.0,74.0,510.0,697.0,31.0,249.4,70.0,42.4,209.5,59.0,17.81,180.6,75.0,8.13,9.9,2.0,2.67,4.0,0.0,1.0,0
16.0,92.0,?,3065.0,0.0,62.6,111.0,10.64,180.6,126.0,15.35,221.7,80.0,9.98,10.4,2.0,2.81,1.0,1.0,0.0,1
21.0,66.0,510.0,4031.0,0.0,207.7,85.0,35.31,?,112.0,16.72,261.7,83.0,11.78,6.8,3.0,?,1.0,0.0,0.0,0
31.0,113.0,415.0,3658.0,0.0,186.0,55.0,31.62,237.4,105.0,20.18,148.1,83.0,6.66,12.2,6.0,3.29,1.0,0.0,0.0,0
43.0,26.0,415.0,332.0,0.0,194.4,105.0,33.05,238.3,100.0,20.26,?,129.0,10.76,9.6,5.0,2.59,0.0,1.0,0.0,0
9.0,100.0,415.0,879.0,0.0,303.0,?,51.51,175.6,89.0,14.93,135.2,?,6.08,10.4,5.0,?,1.0,0.0,0.0,1
43.0,92.0,510.0,535.0,0.0,240.2,86.0,40.83,107.6,79.0,9.15,156.6,121.0,7.05,7.5,?,2.03,1.0,0.0,0.0,0
12.0,45.0,415.0,3766.0,0.0,?,87.0,35.92,165.7,97.0,14.08,265.9,72.0,11.97,13.3,6.0,?,1.0,0.0,0.0,0
49.0,152.0,510.0,254.0,41.0,146.8,128.0,24.96,285.6,96.0,24.28,213.6,80.0,9.61,4.3,2.0,1.16,?,1.0,?,1
21.0,48.0,510.0,3369.0,0.0,200.5,117.0,?,225.3,123.0,19.15,134.0,89.0,6.03,6.7,5.0,1.81,4.0,0.0,0.0,0
44.0,107.0,510.0,4555.0,0.0,257.7,98.0,43.81,156.5,84.0,13.3,104.4,123.0,4.7,9.8,3.0,2.65,?,0.0,0.0,0
30.0,?,415.0,3600.0,22.0,197.6,105.0,33.59,80.0,86.0,6.8,120.8,82.0,5.44,15.6,12.0,4.21,2.0,?,1.0,0
16.0,131.0,415.0,3867.0,28.0,249.6,87.0,42.43,227.2,138.0,19.31,239.9,92.0,10.8,7.6,3.0,?,3.0,0.0,1.0,0
31.0,106.0,415.0,1969.0,0.0,207.9,91.0,35.34,172.0,109.0,14.62,191.8,143.0,8.63,14.4,7.0,3.89,4.0,0.0,0.0,0
20.0,29.0,510.0,2070.0,0.0,195.6,71.0,33.25,126.4,74.0,10.74,148.6,87.0,6.69,?,4.0,3.83,1.0,0.0,0.0,0
37.0,53.0,408.0,3838.0,0.0,261.2,?,?,250.8,105.0,21.32,176.0,112.0,7.92,9.8,2.0,2.65,0.0,0.0,0.0,1
18.0,76.0,510.0,944.0,17.0,234.9,111.0,39.93,255.4,143.0,21.71,194.6,?,8.76,?,3.0,4.16,1.0,?,1.0,0
50.0,78.0,408.0,2945.0,0.0,?,95.0,37.4,179.9,121.0,15.29,188.2,109.0,?,11.5,5.0,3.11,0.0,0.0,?,0
39.0,121.0,415.0,?,22.0,212.3,107.0,36.09,238.0,94.0,20.23,332.8,114.0,?,10.4,2.0,2.81,1.0,0.0,1.0,0
48.0,95.0,408.0,459.0,0.0,237.3,83.0,40.34,154.0,?,13.09,237.0,105.0,10.67,11.2,6.0,3.02,1.0,0.0,?,0
20.0,93.0,510.0,2941.0,0.0,131.4,?,22.34,219.7,106.0,18.67,155.7,103.0,7.01,11.1,2.0,?,1.0,1.0,?,1
0.0,111.0,415.0,1946.0,0.0,172.8,58.0,29.38,183.1,108.0,15.56,158.8,104.0,7.15,7.9,3.0,?,4.0,0.0,0.0,1
25.0,79.0,415.0,4265.0,?,161.6,94.0,27.47,187.5,110.0,15.94,220.8,71.0,9.94,10.3,7.0,2.78,2.0,0.0,0.0,0
39.0,33.0,415.0,?,0.0,184.4,111.0,31.35,203.8,110.0,17.32,237.4,100.0,10.68,9.3,5.0,2.51,3.0,0.0,0.0,0
16.0,?,415.0,2320.0,0.0,184.8,83.0,31.42,248.6,101.0,21.13,133.1,113.0,5.99,?,8.0,2.59,1.0,0.0,0.0,0
22.0,216.0,408.0,273.0,0.0,212.3,106.0,36.09,191.1,71.0,16.24,224.9,79.0,10.12,?,?,2.54,?,0.0,0.0,0
30.0,123.0,408.0,2053.0,0.0,224.0,?,38.08,210.7,80.0,17.91,231.9,75.0,10.44,2.1,5.0,0.57,0.0,0.0,0.0,0
26.0,111.0,415.0,4783.0,0.0,226.3,82.0,38.47,178.9,101.0,15.21,181.5,90.0,?,?,4.0,2.4,0.0,0.0,0.0,0
4.0,138.0,510.0,3179.0,0.0,196.2,129.0,33.35,176.5,86.0,15.0,232.4,108.0,10.46,?,1.0,4.1,0.0,?,0.0,1
30.0,115.0,510.0,3787.0,0.0,109.7,148.0,18.65,223.8,87.0,19.02,240.3,96.0,10.81,15.4,8.0,4.16,3.0,0.0,0.0,0
17.0,172.0,415.0,849.0,0.0,172.5,85.0,29.33,253.1,71.0,?,221.6,113.0,9.97,5.9,6.0,1.59,0.0,0.0,0.0,0
?,146.0,510.0,929.0,0.0,115.6,77.0,19.65,213.6,100.0,18.16,218.4,72.0,9.83,10.7,6.0,2.89,1.0,0.0,0.0,0
22.0,126.0,415.0,4027.0,0.0,175.6,91.0,29.85,151.1,?,12.84,201.5,100.0,9.07,9.9,2.0,?,1.0,0.0,0.0,0
37.0,89.0,415.0,835.0,0.0,111.2,101.0,18.9,122.1,94.0,10.38,180.8,85.0,8.14,12.6,2.0,3.4,3.0,0.0,0.0,0
29.0,166.0,415.0,1669.0,0.0,238.6,117.0,40.56,242.8,73.0,20.64,203.3,130.0,?,10.0,8.0,2.7,4.0,0.0,0.0,0
2.0,156.0,415.0,3181.0,0.0,178.8,94.0,30.4,?,97.0,15.16,169.2,77.0,7.61,7.5,3.0,2.03,?,0.0,?,0
23.0,81.0,415.0,2176.0,0.0,198.4,93.0,33.73,210.9,108.0,17.93,?,71.0,8.7,10.4,6.0,2.81,2.0,?,?,0
15.0,52.0,415.0,1903.0,?,165.9,?,28.2,?,107.0,18.04,202.1,94.0,9.09,8.3,3.0,2.24,1.0,0.0,0.0,0
11.0,78.0,408.0,1234.0,0.0,89.1,124.0,15.15,226.6,121.0,19.26,249.2,88.0,11.21,6.9,5.0,1.86,?,?,?,0
48.0,41.0,408.0,4686.0,31.0,?,86.0,47.28,268.1,103.0,22.79,241.5,?,10.87,11.3,4.0,3.05,0.0,1.0,1.0,0
33.0,94.0,510.0,2723.0,0.0,?,108.0,32.4,152.3,95.0,12.95,144.7,97.0,6.51,7.5,5.0,2.03,1.0,0.0,0.0,0
21.0,92.0,415.0,2549.0,0.0,130.7,113.0,22.22,260.6,122.0,22.15,244.2,98.0,10.99,9.4,2.0,2.54,2.0,1.0,0.0,1
3.0,107.0,415.0,2480.0,32.0,134.2,101.0,22.81,?,145.0,18.01,167.6,138.0,7.54,8.2,5.0,?,1.0,0.0,1.0,0
?,96.0,408.0,?,0.0,102.1,74.0,17.36,93.7,88.0,7.96,236.2,125.0,10.63,14.0,2.0,3.78,1.0,0.0,0.0,0
13.0,134.0,415.0,?,?,204.7,108.0,34.8,143.1,105.0,12.16,?,?,7.46,11.0,4.0,2.97,6.0,?,0.0,0
27.0,27.0,408.0,956.0,0.0,201.2,128.0,34.2,227.2,100.0,19.31,145.8,91.0,6.56,8.4,3.0,2.27,2.0,0.0,0.0,0
19.0,160.0,408.0,3121.0,0.0,166.8,109.0,28.36,236.0,117.0,20.06,307.6,77.0,?,9.3,1.0,2.51,1.0,0.0,0.0,0
29.0,63.0,510.0,4902.0,0.0,81.7,105.0,?,203.0,66.0,17.26,181.2,109.0,8.15,12.9,3.0,?,2.0,0.0,0.0,0
?,88.0,408.0,601.0,0.0,65.4,97.0,11.12,168.2,76.0,14.3,236.0,?,10.62,13.8,1.0,3.73,2.0,0.0,0.0,0
13.0,128.0,408.0,?,0.0,?,99.0,21.28,205.4,107.0,17.46,254.4,111.0,11.45,18.9,2.0,5.1,0.0,0.0,0.0,0
11.0,134.0,408.0,2263.0,?,242.4,126.0,41.21,152.9,?,13.0,318.3,115.0,14.32,11.8,6.0,3.19,1.0,?,0.0,0
36.0,101.0,?,925.0,0.0,89.7,118.0,?,260.1,79.0,22.11,170.1,93.0,7.65,13.5,11.0,3.65,5.0,0.0,0.0,1
?,?,415.0,1310.0,0.0,196.5,88.0,33.41,158.6,129.0,?,269.3,?,12.12,6.8,3.0,1.84,0.0,?,0.0,0
?,115.0,408.0,1309.0,0.0,?,67.0,21.71,182.9,90.0,15.55,172.9,92.0,7.78,10.6,?,2.86,1.0,0.0,?,0
22.0,51.0,415.0,?,0.0,229.7,129.0,39.05,336.0,104.0,28.56,192.8,128.0,8.68,?,1.0,2.59,1.0,0.0,0.0,1
50.0,58.0,510.0,1407.0,0.0,210.1,?,35.72,248.9,108.0,21.16,158.6,88.0,7.14,14.4,2.0,3.89,4.0,0.0,0.0,0
36.0,35.0,415.0,1824.0,0.0,179.2,59.0,30.46,283.3,101.0,24.08,285.4,83.0,12.84,5.8,7.0,1.57,2.0,0.0,0.0,0
11.0,134.0,415.0,808.0,38.0,214.4,93.0,36.45,211.7,57.0,17.99,165.0,79.0,?,10.0,8.0,2.7,1.0,0.0,1.0,0
26.0,117.0,510.0,494.0,0.0,180.6,134.0,30.7,216.6,96.0,18.41,101.0,122.0,4.55,10.6,?,2.86,4.0,0.0,0.0,1
17.0,?,415.0,4311.0,0.0,247.2,116.0,42.02,303.7,?,25.81,105.4,94.0,4.74,9.3,2.0,2.51,2.0,0.0,0.0,1
26.0,100.0,415.0,730.0,0.0,113.3,96.0,19.26,197.9,89.0,16.82,284.5,?,12.8,11.7,2.0,?,4.0,0.0,0.0,1
29.0,135.0,415.0,223.0,0.0,181.8,92.0,30.91,159.6,?,13.57,232.4,?,10.46,7.0,6.0,1.89,?,0.0,0.0,0
41.0,137.0,?,2363.0,0.0,144.5,119.0,24.57,167.3,?,14.22,175.1,76.0,7.88,6.1,4.0,1.65,5.0,0.0,0.0,1
46.0,159.0,415.0,405.0,0.0,275.8,103.0,46.89,189.5,108.0,16.11,223.9,93.0,10.08,7.4,5.0,2.0,2.0,0.0,0.0,1
13.0,113.0,415.0,498.0,30.0,183.8,102.0,?,?,123.0,15.59,235.0,52.0,10.58,11.6,7.0,3.13,0.0,0.0,1.0,0
41.0,122.0,415.0,4177.0,40.0,216.4,80.0,?,249.7,90.0,21.22,185.9,99.0,8.37,?,4.0,3.43,1.0,?,1.0,0
31.0,143.0,408.0,4402.0,0.0,186.9,98.0,31.77,196.5,?,16.7,?,104.0,9.69,?,3.0,3.32,4.0,1.0,0.0,0
6.0,127.0,408.0,1696.0,0.0,155.8,91.0,26.49,103.7,85.0,8.81,117.2,125.0,5.27,8.6,3.0,2.32,2.0,0.0,0.0,0
?,96.0,408.0,4369.0,?,145.8,108.0,24.79,192.2,89.0,16.34,165.1,96.0,7.43,9.9,2.0,2.67,1.0,0.0,1.0,0
9.0,143.0,415.0,855.0,0.0,119.1,?,20.25,287.7,136.0,24.45,223.0,100.0,10.04,12.2,4.0,3.29,0.0,0.0,0.0,0
44.0,100.0,408.0,2929.0,0.0,179.1,123.0,30.45,196.6,?,16.71,186.7,116.0,8.4,?,10.0,2.75,1.0,?,?,0
45.0,130.0,415.0,1650.0,0.0,138.7,?,23.58,205.6,102.0,17.48,231.2,108.0,10.4,?,3.0,3.67,2.0,0.0,0.0,0
2.0,59.0,510.0,862.0,29.0,133.1,114.0,22.63,221.2,82.0,18.8,131.6,103.0,5.92,6.8,3.0,1.84,1.0,0.0,?,0
31.0,165.0,415.0,536.0,17.0,177.9,68.0,30.24,153.9,112.0,13.08,251.2,121.0,11.3,10.6,7.0,2.86,?,0.0,1.0,0
36.0,84.0,510.0,2172.0,0.0,203.4,125.0,34.58,182.9,88.0,15.55,213.7,121.0,9.62,13.8,2.0,3.73,1.0,0.0,0.0,0
11.0,101.0,415.0,3288.0,24.0,114.1,95.0,19.4,161.5,86.0,13.73,176.3,90.0,7.93,13.0,9.0,3.51,2.0,0.0,1.0,0
19.0,?,415.0,90.0,0.0,119.0,?,20.23,?,110.0,?,199.7,65.0,8.99,8.8,5.0,2.38,2.0,0.0,0.0,0
7.0,88.0,415.0,1399.0,17.0,219.5,78.0,37.32,?,94.0,18.88,188.3,92.0,?,16.1,5.0,4.35,1.0,0.0,?,0
?,?,408.0,1952.0,0.0,?,110.0,31.82,114.7,116.0,9.75,104.7,83.0,4.71,13.2,5.0,3.56,1.0,0.0,0.0,0
41.0,93.0,510.0,4697.0,0.0,215.5,108.0,36.64,230.9,70.0,19.63,144.1,134.0,6.48,13.2,4.0,3.56,0.0,0.0,0.0,0
?,?,?,2233.0,21.0,214.0,113.0,36.38,180.0,114.0,15.3,134.5,82.0,?,10.6,5.0,2.86,0.0,0.0,1.0,0
28.0,98.0,510.0,1063.0,?,187.2,127.0,31.82,195.6,88.0,16.63,181.8,129.0,8.18,5.1,4.0,1.38,1.0,0.0,0.0,0
49.0,43.0,408.0,?,?,230.2,147.0,39.13,186.7,121.0,15.87,128.4,100.0,5.78,9.2,3.0,2.48,0.0,0.0,0.0,0
48.0,96.0,510.0,827.0,18.0,172.7,86.0,29.36,?,113.0,11.34,259.5,?,11.68,?,3.0,2.65,1.0,0.0,1.0,0
39.0,17.0,415.0,3629.0,0.0,161.5,123.0,27.46,214.2,81.0,18.21,315.0,106.0,14.18,8.6,5.0,2.32,1.0,0.0,0.0,0
20.0,58.0,?,1668.0,0.0,?,113.0,31.89,217.4,?,18.48,139.7,92.0,6.29,9.8,5.0,2.65,3.0,?,0.0,0
45.0,139.0,415.0,2006.0,0.0,161.5,121.0,27.46,192.9,137.0,16.4,168.3,96.0,7.57,11.2,?,3.02,?,1.0,0.0,0
15.0,160.0,510.0,1788.0,33.0,?,100.0,?,?,82.0,17.3,218.7,64.0,9.84,?,4.0,1.57,2.0,0.0,1.0,0
25.0,123.0,415.0,3200.0,0.0,125.5,106.0,21.34,128.9,96.0,10.96,?,129.0,11.34,6.3,6.0,1.7,4.0,?,0.0,1
27.0,170.0,415.0,2028.0,0.0,246.4,107.0,41.89,228.1,124.0,19.39,166.4,95.0,7.49,9.1,8.0,2.46,0.0,0.0,?,0
47.0,127.0,408.0,3083.0,0.0,146.7,91.0,24.94,203.5,78.0,?,?,110.0,9.15,?,3.0,3.7,1.0,0.0,0.0,0
20.0,60.0,510.0,602.0,0.0,190.8,100.0,32.44,196.0,?,16.66,151.7,110.0,6.83,9.9,9.0,2.67,0.0,0.0,?,0
24.0,132.0,408.0,4512.0,0.0,206.2,?,35.05,211.2,118.0,?,196.2,122.0,8.83,10.2,6.0,2.75,1.0,0.0,0.0,0
28.0,109.0,415.0,3594.0,0.0,101.8,105.0,?,348.9,107.0,29.66,233.2,150.0,10.49,?,5.0,2.03,1.0,0.0,0.0,0
27.0,182.0,415.0,2708.0,0.0,279.5,118.0,47.52,203.2,113.0,17.27,174.2,101.0,7.84,10.7,4.0,2.89,2.0,0.0,0.0,1
26.0,42.0,415.0,2654.0,0.0,150.7,52.0,?,246.7,?,20.97,103.8,118.0,?,7.0,4.0,?,?,0.0,?,0
3.0,127.0,415.0,3086.0,0.0,145.0,106.0,24.65,?,99.0,19.58,164.9,103.0,7.42,12.7,3.0,3.43,?,0.0,0.0,0
37.0,112.0,408.0,3926.0,0.0,135.7,34.0,23.07,243.0,99.0,20.66,209.3,115.0,9.42,?,8.0,3.29,1.0,0.0,0.0,0
17.0,?,415.0,1359.0,40.0,108.6,?,18.46,206.4,154.0,17.54,126.3,118.0,5.68,13.4,4.0,3.62,0.0,?,1.0,0
