state,account_length,area_code,phone_number,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,international_plan,voice_mail_plan,outcome
45.0,?,?,?,0.0,99.6,108.0,16.93,308.7,102.0,26.24,161.2,62.0,7.25,?,6.0,3.7,2.0,1.0,?,1
11.0,135.0,?,295.0,0.0,190.9,44.0,32.45,161.4,109.0,13.72,231.9,100.0,10.44,8.4,2.0,2.27,?,0.0,0.0,0
44.0,133.0,?,3728.0,?,?,80.0,29.58,209.4,113.0,?,224.1,87.0,?,14.1,7.0,3.81,2.0,0.0,?,1
19.0,?,408.0,4998.0,?,186.2,97.0,?,257.7,89.0,21.9,?,?,?,?,4.0,2.97,2.0,0.0,0.0,0
34.0,77.0,510.0,4656.0,?,124.1,?,?,?,131.0,18.27,?,?,?,?,3.0,3.7,0.0,0.0,0.0,0
33.0,?,415.0,515.0,0.0,?,81.0,36.64,170.9,100.0,?,170.3,59.0,7.66,10.3,3.0,2.78,1.0,?,0.0,0
39.0,107.0,?,3031.0,37.0,60.0,102.0,10.2,102.2,80.0,8.69,261.8,106.0,11.78,11.1,3.0,3.0,0.0,0.0,1.0,0
45.0,?,?,2982.0,0.0,235.6,?,40.05,194.8,107.0,16.56,170.6,93.0,7.68,8.6,4.0,2.32,?,1.0,0.0,0
5.0,90.0,408.0,3456.0,?,183.8,76.0,?,229.7,95.0,19.52,?,?,6.48,7.7,?,2.08,1.0,?,1.0,0
21.0,?,510.0,?,?,211.3,100.0,35.92,228.4,91.0,19.41,?,?,?,6.3,?,?,0.0,0.0,0.0,0
44.0,?,415.0,3523.0,0.0,182.3,115.0,?,199.2,97.0,16.93,120.2,?,?,18.0,5.0,4.86,1.0,0.0,0.0,0
10.0,44.0,510.0,4866.0,?,288.1,112.0,48.98,?,92.0,21.93,?,?,?,?,?,2.75,3.0,0.0,?,1
23.0,133.0,415.0,?,?,128.9,?,21.91,?,93.0,17.12,275.3,?,12.39,?,3.0,3.0,?,0.0,0.0,0
?,?,415.0,?,0.0,165.3,118.0,?,210.0,101.0,?,187.2,?,8.42,8.5,3.0,2.3,2.0,0.0,0.0,0
49.0,115.0,510.0,4936.0,0.0,249.9,95.0,42.48,242.5,104.0,20.61,?,121.0,6.83,15.3,6.0,4.13,1.0,1.0,0.0,1
?,?,415.0,3504.0,?,130.7,?,22.22,186.1,?,15.82,204.8,103.0,?,?,6.0,3.21,0.0,1.0,?,0
18.0,99.0,510.0,2728.0,?,142.3,?,24.19,204.5,95.0,17.38,203.1,114.0,9.14,?,1.0,2.46,0.0,0.0,0.0,0
13.0,109.0,415.0,3229.0,?,195.4,?,33.22,204.9,91.0,17.42,?,95.0,10.36,?,?,3.78,0.0,0.0,0.0,0
?,194.0,?,67.0,0.0,162.3,88.0,27.59,213.7,?,18.16,192.1,81.0,8.64,10.9,2.0,2.94,0.0,0.0,?,0
?,66.0,415.0,661.0,36.0,?,76.0,18.14,209.8,?,?,190.4,117.0,8.57,12.1,?,3.27,1.0,0.0,1.0,0
?,33.0,415.0,2737.0,?,157.4,99.0,26.76,117.9,80.0,10.02,279.2,79.0,?,13.9,?,3.75,4.0,0.0,1.0,1
26.0,74.0,415.0,?,0.0,162.7,102.0,27.66,?,105.0,?,?,80.0,8.25,8.7,6.0,2.35,0.0,0.0,?,0
?,74.0,?,?,0.0,?,89.0,17.46,?,?,12.69,188.1,114.0,8.46,?,5.0,2.97,0.0,?,0.0,0
43.0,19.0,510.0,?,34.0,156.6,?,26.62,?,97.0,19.06,260.9,135.0,?,11.3,1.0,3.05,?,0.0,1.0,0
6.0,48.0,415.0,4859.0,?,171.9,98.0,29.22,159.0,127.0,13.52,?,101.0,6.28,?,3.0,?,2.0,0.0,0.0,0
14.0,87.0,415.0,4018.0,?,221.4,69.0,37.64,195.2,53.0,16.59,120.6,91.0,5.43,13.7,4.0,3.7,1.0,0.0,0.0,0
18.0,13.0,415.0,?,0.0,58.4,121.0,?,262.2,64.0,22.29,?,115.0,7.15,?,?,?,1.0,0.0,0.0,0
?,60.0,510.0,367.0,0.0,179.4,108.0,30.5,263.2,?,22.37,133.3,78.0,6.0,13.4,7.0,3.62,2.0,0.0,0.0,0
28.0,127.0,415.0,3734.0,23.0,182.0,80.0,30.94,216.1,85.0,18.37,?,?,7.06,9.8,4.0,?,1.0,?,?,0
36.0,149.0,510.0,2005.0,0.0,180.9,79.0,?,194.9,83.0,16.57,?,109.0,8.9,8.8,?,2.38,3.0,1.0,?,0
9.0,91.0,?,?,?,93.5,112.0,15.9,?,128.0,15.59,240.7,133.0,?,9.9,3.0,?,0.0,1.0,?,0
8.0,?,415.0,3044.0,0.0,197.0,84.0,33.49,269.3,105.0,22.89,158.9,105.0,?,10.8,?,2.92,1.0,0.0,?,0
41.0,128.0,?,1390.0,0.0,?,?,?,?,?,?,143.2,112.0,6.44,14.7,2.0,3.97,3.0,0.0,0.0,0
?,28.0,415.0,?,0.0,171.2,?,29.1,173.9,65.0,?,210.5,139.0,9.47,14.0,4.0,3.78,2.0,0.0,0.0,0
42.0,108.0,?,1282.0,15.0,165.1,85.0,28.07,267.0,93.0,22.7,250.7,114.0,11.28,10.9,4.0,2.94,?,0.0,?,0
1.0,98.0,408.0,2877.0,?,161.0,117.0,27.37,190.9,113.0,16.23,?,113.0,?,12.1,?,?,?,0.0,0.0,0
31.0,92.0,510.0,?,29.0,155.4,110.0,26.42,?,104.0,16.02,254.9,?,11.47,8.0,4.0,?,?,0.0,?,0
40.0,?,408.0,3907.0,0.0,143.6,?,?,238.5,119.0,20.27,173.6,?,?,?,4.0,2.94,2.0,0.0,?,0
5.0,92.0,415.0,4251.0,0.0,184.7,?,31.4,262.0,73.0,?,?,120.0,10.78,12.3,6.0,3.32,?,0.0,0.0,1
?,34.0,415.0,?,?,293.7,89.0,?,272.5,71.0,23.16,?,76.0,8.02,11.0,10.0,2.97,2.0,?,0.0,1
32.0,111.0,415.0,1101.0,0.0,132.6,125.0,22.54,221.1,?,18.79,127.9,?,5.76,12.7,2.0,3.43,4.0,0.0,0.0,1
38.0,167.0,415.0,56.0,0.0,?,122.0,30.8,262.5,?,?,214.0,88.0,9.63,8.4,4.0,2.27,?,1.0,?,0
37.0,113.0,415.0,2096.0,0.0,?,143.0,27.17,210.1,93.0,17.86,175.1,?,7.88,13.1,7.0,3.54,2.0,0.0,?,0
45.0,127.0,?,4566.0,?,?,?,?,245.8,64.0,20.89,300.0,?,?,4.8,3.0,1.3,0.0,0.0,1.0,0
43.0,104.0,415.0,2667.0,0.0,261.2,81.0,?,209.1,130.0,17.77,281.1,121.0,12.65,11.3,1.0,3.05,2.0,0.0,?,1
19.0,?,408.0,?,47.0,151.1,?,25.69,137.4,103.0,11.68,172.6,?,?,?,?,2.48,?,?,1.0,0
50.0,95.0,?,677.0,39.0,?,?,44.34,213.4,111.0,?,195.6,97.0,8.8,10.1,5.0,?,1.0,?,1.0,0
18.0,67.0,?,2401.0,?,310.4,97.0,52.77,66.5,123.0,?,246.5,?,?,?,?,?,4.0,0.0,0.0,0
13.0,99.0,415.0,2568.0,0.0,201.5,103.0,34.26,124.2,120.0,?,239.9,56.0,?,11.5,3.0,?,?,?,0.0,0
10.0,74.0,?,697.0,?,?,70.0,42.4,209.5,?,17.81,180.6,75.0,8.13,9.9,?,?,4.0,0.0,?,0
16.0,92.0,408.0,3065.0,?,62.6,?,?,180.6,126.0,15.35,221.7,?,?,10.4,2.0,2.81,1.0,1.0,0.0,1
21.0,66.0,?,?,?,207.7,?,?,196.7,?,16.72,261.7,83.0,11.78,6.8,3.0,1.84,?,?,0.0,0
31.0,?,415.0,3658.0,?,186.0,?,?,237.4,105.0,20.18,148.1,?,6.66,?,6.0,3.29,1.0,0.0,0.0,0
43.0,26.0,?,332.0,0.0,?,105.0,33.05,238.3,?,20.26,239.1,129.0,10.76,9.6,5.0,2.59,0.0,1.0,0.0,0
?,?,?,879.0,0.0,?,93.0,?,175.6,89.0,14.93,135.2,?,6.08,10.4,?,2.81,1.0,0.0,0.0,1
43.0,92.0,510.0,535.0,0.0,240.2,86.0,40.83,107.6,79.0,9.15,156.6,121.0,7.05,7.5,4.0,2.03,1.0,0.0,0.0,0
12.0,?,415.0,3766.0,0.0,211.3,?,?,165.7,97.0,14.08,265.9,72.0,?,?,6.0,3.59,1.0,0.0,0.0,0
49.0,152.0,?,254.0,41.0,?,128.0,24.96,285.6,96.0,24.28,213.6,80.0,9.61,4.3,2.0,1.16,1.0,?,1.0,1
21.0,?,510.0,?,0.0,200.5,117.0,?,225.3,123.0,19.15,134.0,89.0,6.03,6.7,5.0,?,4.0,0.0,0.0,0
44.0,107.0,510.0,4555.0,?,257.7,98.0,43.81,156.5,84.0,13.3,104.4,123.0,4.7,?,?,?,1.0,0.0,0.0,0
30.0,123.0,415.0,?,22.0,197.6,105.0,33.59,?,86.0,6.8,120.8,82.0,?,15.6,12.0,4.21,2.0,0.0,1.0,0
16.0,?,415.0,?,?,249.6,?,?,?,138.0,19.31,239.9,92.0,?,?,?,2.05,3.0,0.0,1.0,0
31.0,106.0,415.0,1969.0,0.0,?,91.0,?,?,109.0,14.62,191.8,143.0,8.63,14.4,?,3.89,4.0,?,?,0
20.0,29.0,510.0,?,0.0,195.6,71.0,?,126.4,74.0,?,148.6,87.0,6.69,14.2,?,?,1.0,0.0,0.0,0
37.0,53.0,408.0,?,0.0,261.2,119.0,?,250.8,105.0,21.32,176.0,112.0,7.92,9.8,2.0,2.65,0.0,0.0,0.0,1
18.0,?,510.0,944.0,17.0,?,111.0,39.93,255.4,143.0,?,?,?,8.76,15.4,3.0,4.16,1.0,?,1.0,0
50.0,78.0,408.0,?,0.0,220.0,95.0,37.4,?,121.0,15.29,188.2,109.0,8.47,?,5.0,3.11,0.0,0.0,0.0,0
39.0,121.0,?,1201.0,?,212.3,107.0,36.09,238.0,?,20.23,332.8,114.0,14.98,10.4,?,2.81,?,0.0,1.0,0
48.0,95.0,?,459.0,0.0,?,83.0,40.34,154.0,65.0,?,237.0,105.0,10.67,11.2,6.0,3.02,?,0.0,?,0
20.0,?,510.0,?,?,?,78.0,?,?,106.0,18.67,155.7,103.0,7.01,11.1,2.0,3.0,1.0,1.0,0.0,1
0.0,?,415.0,1946.0,0.0,172.8,58.0,29.38,183.1,108.0,15.56,158.8,?,7.15,7.9,3.0,2.13,4.0,0.0,0.0,1
25.0,?,415.0,4265.0,0.0,?,94.0,?,187.5,110.0,15.94,?,71.0,?,?,7.0,2.78,2.0,0.0,0.0,0
39.0,?,415.0,1129.0,0.0,184.4,111.0,31.35,203.8,110.0,17.32,237.4,100.0,10.68,9.3,5.0,2.51,3.0,0.0,0.0,0
16.0,?,?,2320.0,0.0,?,83.0,31.42,?,101.0,21.13,133.1,113.0,?,?,?,2.59,1.0,0.0,0.0,0
22.0,216.0,408.0,273.0,0.0,?,106.0,36.09,191.1,?,?,?,79.0,10.12,9.4,?,2.54,?,?,?,0
30.0,123.0,408.0,2053.0,0.0,224.0,?,38.08,210.7,80.0,17.91,231.9,75.0,?,2.1,5.0,0.57,0.0,0.0,?,0
26.0,111.0,415.0,4783.0,?,226.3,?,?,?,101.0,15.21,?,90.0,?,8.9,4.0,2.4,0.0,0.0,0.0,0
4.0,138.0,510.0,3179.0,0.0,196.2,129.0,?,176.5,?,?,232.4,?,10.46,15.2,1.0,4.1,0.0,1.0,?,1
30.0,115.0,510.0,3787.0,?,109.7,148.0,18.65,?,87.0,19.02,240.3,96.0,10.81,?,8.0,?,?,0.0,?,0
17.0,?,415.0,849.0,0.0,172.5,85.0,29.33,253.1,71.0,21.51,221.6,113.0,?,?,?,1.59,0.0,0.0,?,0
30.0,?,510.0,929.0,0.0,?,77.0,19.65,213.6,100.0,?,218.4,72.0,?,10.7,6.0,2.89,1.0,0.0,0.0,0
22.0,126.0,415.0,4027.0,0.0,175.6,91.0,29.85,151.1,100.0,?,201.5,?,9.07,?,?,2.67,1.0,0.0,0.0,0
37.0,89.0,415.0,835.0,?,111.2,101.0,18.9,122.1,?,10.38,180.8,85.0,8.14,12.6,2.0,3.4,3.0,?,0.0,0
?,166.0,415.0,?,0.0,238.6,117.0,40.56,242.8,73.0,20.64,?,130.0,9.15,10.0,?,2.7,4.0,0.0,?,0
2.0,?,?,3181.0,0.0,178.8,94.0,30.4,178.4,97.0,15.16,?,77.0,?,?,3.0,2.03,1.0,0.0,?,0
23.0,81.0,415.0,?,0.0,198.4,?,33.73,?,108.0,17.93,?,71.0,8.7,10.4,6.0,2.81,2.0,0.0,0.0,0
15.0,52.0,415.0,1903.0,0.0,165.9,122.0,28.2,212.2,107.0,?,202.1,94.0,?,8.3,3.0,2.24,1.0,0.0,0.0,0
11.0,?,408.0,1234.0,0.0,89.1,124.0,15.15,226.6,121.0,19.26,?,88.0,11.21,6.9,5.0,?,0.0,?,?,0
48.0,?,408.0,?,31.0,278.1,86.0,?,?,103.0,22.79,241.5,?,10.87,?,4.0,3.05,0.0,1.0,1.0,0
33.0,94.0,510.0,2723.0,0.0,190.6,108.0,32.4,?,95.0,12.95,144.7,?,6.51,7.5,5.0,?,1.0,0.0,0.0,0
21.0,92.0,415.0,2549.0,?,?,113.0,22.22,260.6,122.0,22.15,?,?,10.99,9.4,?,2.54,?,1.0,0.0,1
3.0,107.0,415.0,2480.0,?,?,101.0,?,211.9,?,18.01,167.6,138.0,7.54,?,5.0,2.21,1.0,0.0,1.0,0
18.0,96.0,408.0,1035.0,0.0,102.1,74.0,17.36,93.7,?,?,236.2,125.0,10.63,14.0,2.0,3.78,1.0,?,0.0,0
13.0,134.0,415.0,945.0,0.0,?,108.0,34.8,143.1,105.0,?,165.8,84.0,7.46,?,4.0,?,6.0,?,0.0,0
27.0,27.0,408.0,?,0.0,?,128.0,34.2,?,100.0,?,145.8,91.0,6.56,8.4,3.0,2.27,2.0,?,0.0,0
19.0,160.0,408.0,3121.0,?,166.8,109.0,28.36,236.0,117.0,20.06,307.6,77.0,13.84,9.3,1.0,2.51,?,0.0,?,0
29.0,63.0,510.0,4902.0,?,81.7,105.0,?,203.0,66.0,17.26,181.2,?,?,?,3.0,?,?,0.0,0.0,0
36.0,88.0,?,601.0,0.0,?,97.0,11.12,?,?,14.3,236.0,113.0,10.62,13.8,1.0,3.73,?,?,0.0,0
13.0,128.0,?,1691.0,0.0,125.2,99.0,21.28,?,107.0,?,?,111.0,11.45,?,?,?,?,?,?,0
11.0,134.0,408.0,2263.0,0.0,242.4,?,41.21,152.9,115.0,13.0,318.3,115.0,14.32,11.8,6.0,3.19,?,?,0.0,0
36.0,101.0,408.0,925.0,0.0,?,118.0,15.25,260.1,79.0,22.11,170.1,93.0,?,13.5,11.0,3.65,5.0,0.0,0.0,1
27.0,72.0,415.0,?,0.0,196.5,?,33.41,158.6,129.0,13.48,269.3,118.0,12.12,6.8,3.0,1.84,0.0,0.0,0.0,0
8.0,115.0,408.0,1309.0,0.0,127.7,67.0,?,182.9,?,15.55,?,92.0,7.78,10.6,7.0,2.86,1.0,?,?,0
22.0,?,415.0,?,0.0,229.7,129.0,39.05,?,104.0,28.56,192.8,128.0,8.68,9.6,1.0,2.59,1.0,0.0,0.0,1
50.0,58.0,?,1407.0,0.0,?,126.0,35.72,248.9,?,?,158.6,88.0,7.14,14.4,2.0,?,4.0,0.0,?,0
?,35.0,415.0,?,0.0,179.2,59.0,30.46,283.3,101.0,24.08,285.4,83.0,12.84,5.8,7.0,1.57,?,0.0,0.0,0
?,?,?,808.0,38.0,214.4,?,36.45,211.7,57.0,17.99,165.0,79.0,7.43,10.0,?,2.7,1.0,?,1.0,0
?,?,?,?,0.0,?,134.0,30.7,216.6,?,18.41,101.0,122.0,4.55,10.6,6.0,2.86,4.0,?,0.0,1
17.0,58.0,415.0,4311.0,?,247.2,?,?,303.7,103.0,25.81,105.4,94.0,4.74,?,2.0,2.51,2.0,0.0,0.0,1
?,100.0,415.0,730.0,0.0,?,96.0,19.26,197.9,89.0,?,284.5,93.0,12.8,?,2.0,3.16,4.0,?,0.0,1
29.0,?,?,223.0,0.0,181.8,92.0,30.91,159.6,63.0,?,232.4,78.0,?,7.0,6.0,1.89,0.0,0.0,?,0
?,137.0,415.0,2363.0,0.0,144.5,119.0,?,167.3,89.0,?,175.1,76.0,7.88,6.1,4.0,1.65,5.0,0.0,0.0,1
?,?,415.0,405.0,0.0,275.8,103.0,46.89,189.5,?,16.11,?,93.0,10.08,7.4,?,2.0,2.0,0.0,?,1
13.0,113.0,?,?,30.0,183.8,102.0,31.25,183.4,123.0,15.59,235.0,52.0,10.58,11.6,7.0,?,0.0,0.0,?,0
41.0,122.0,415.0,4177.0,40.0,216.4,?,?,249.7,90.0,21.22,185.9,?,?,?,4.0,3.43,1.0,1.0,1.0,0
31.0,143.0,408.0,4402.0,0.0,186.9,98.0,31.77,196.5,110.0,16.7,?,104.0,9.69,12.3,3.0,3.32,?,1.0,0.0,0
?,?,408.0,1696.0,0.0,155.8,91.0,26.49,103.7,85.0,8.81,117.2,125.0,5.27,8.6,?,2.32,2.0,?,0.0,0
44.0,96.0,408.0,4369.0,26.0,145.8,108.0,?,192.2,?,16.34,165.1,96.0,?,?,2.0,?,1.0,0.0,1.0,0
?,?,415.0,855.0,0.0,?,117.0,20.25,287.7,136.0,?,?,100.0,10.04,12.2,4.0,?,0.0,?,0.0,0
44.0,100.0,408.0,2929.0,0.0,179.1,123.0,30.45,196.6,132.0,16.71,186.7,?,8.4,10.2,10.0,2.75,1.0,0.0,?,0
45.0,130.0,415.0,1650.0,0.0,138.7,68.0,23.58,205.6,102.0,17.48,231.2,108.0,10.4,13.6,3.0,3.67,?,?,0.0,0
2.0,59.0,?,862.0,29.0,133.1,114.0,22.63,221.2,?,18.8,131.6,103.0,?,6.8,3.0,?,1.0,0.0,1.0,0
?,165.0,415.0,536.0,17.0,?,68.0,30.24,153.9,112.0,?,251.2,121.0,11.3,?,7.0,2.86,?,0.0,1.0,0
36.0,84.0,510.0,2172.0,0.0,203.4,125.0,34.58,?,?,?,213.7,121.0,9.62,13.8,2.0,3.73,1.0,?,0.0,0
11.0,101.0,415.0,?,24.0,114.1,95.0,19.4,161.5,86.0,13.73,176.3,90.0,?,13.0,9.0,?,2.0,0.0,1.0,0
?,?,?,90.0,0.0,?,94.0,20.23,144.3,110.0,12.27,199.7,65.0,?,8.8,5.0,2.38,?,?,0.0,0
7.0,88.0,415.0,?,17.0,?,78.0,37.32,222.1,94.0,18.88,188.3,92.0,8.47,16.1,5.0,4.35,?,0.0,1.0,0
?,39.0,408.0,1952.0,?,187.2,110.0,31.82,114.7,116.0,?,104.7,83.0,4.71,13.2,5.0,3.56,1.0,0.0,0.0,0
41.0,?,510.0,?,?,215.5,?,?,?,70.0,19.63,?,?,?,?,4.0,3.56,0.0,0.0,0.0,0
41.0,?,?,2233.0,21.0,214.0,113.0,36.38,180.0,114.0,?,?,82.0,6.05,10.6,?,2.86,0.0,?,1.0,0
28.0,98.0,510.0,1063.0,0.0,187.2,127.0,31.82,195.6,?,16.63,181.8,129.0,8.18,5.1,4.0,1.38,1.0,?,0.0,0
49.0,43.0,?,4754.0,0.0,230.2,?,39.13,?,121.0,15.87,128.4,100.0,?,?,3.0,2.48,0.0,0.0,0.0,0
?,96.0,?,827.0,18.0,?,86.0,29.36,133.4,113.0,11.34,259.5,70.0,11.68,9.8,3.0,?,?,0.0,?,0
39.0,17.0,415.0,3629.0,?,161.5,123.0,27.46,?,81.0,18.21,315.0,106.0,14.18,8.6,5.0,2.32,1.0,0.0,0.0,0
20.0,?,408.0,1668.0,0.0,187.6,?,?,217.4,115.0,18.48,139.7,92.0,6.29,9.8,5.0,2.65,3.0,?,0.0,0
45.0,139.0,?,2006.0,0.0,?,121.0,27.46,192.9,137.0,16.4,168.3,96.0,7.57,11.2,13.0,?,0.0,1.0,0.0,0
?,160.0,510.0,1788.0,33.0,137.0,100.0,23.29,203.5,?,17.3,?,64.0,9.84,?,4.0,1.57,?,?,1.0,0
25.0,123.0,415.0,3200.0,0.0,125.5,106.0,21.34,128.9,96.0,10.96,251.9,129.0,11.34,6.3,6.0,1.7,4.0,1.0,?,1
27.0,170.0,415.0,2028.0,0.0,?,107.0,41.89,228.1,124.0,19.39,?,95.0,?,9.1,8.0,2.46,0.0,0.0,?,0
47.0,127.0,?,3083.0,0.0,?,?,24.94,203.5,78.0,17.3,?,110.0,9.15,13.7,?,3.7,1.0,0.0,0.0,0
20.0,60.0,?,?,0.0,?,100.0,32.44,196.0,85.0,16.66,151.7,?,6.83,9.9,9.0,2.67,0.0,0.0,0.0,0
24.0,?,408.0,4512.0,0.0,?,100.0,?,?,118.0,17.95,196.2,?,?,?,?,2.75,1.0,0.0,0.0,0
28.0,109.0,415.0,3594.0,0.0,101.8,?,17.31,348.9,107.0,29.66,?,150.0,10.49,7.5,5.0,2.03,?,0.0,?,0
?,?,415.0,2708.0,0.0,279.5,?,47.52,203.2,113.0,?,?,101.0,?,10.7,?,2.89,2.0,0.0,0.0,1
?,?,415.0,2654.0,0.0,?,?,25.62,246.7,?,20.97,103.8,118.0,4.67,7.0,4.0,?,2.0,0.0,0.0,0
3.0,?,?,3086.0,0.0,145.0,106.0,24.65,?,?,19.58,?,103.0,7.42,12.7,3.0,?,1.0,0.0,0.0,0
37.0,112.0,408.0,3926.0,?,135.7,34.0,?,?,99.0,20.66,209.3,115.0,9.42,12.2,8.0,3.29,1.0,0.0,?,0
?,96.0,415.0,1359.0,?,?,90.0,18.46,206.4,154.0,17.54,126.3,118.0,?,13.4,4.0,3.62,0.0,0.0,1.0,0
5.0,104.0,415.0,2569.0,0.0,182.9,?,?,239.6,85.0,20.37,229.8,104.0,10.34,5.5,4.0,?,2.0,0.0,0.0,0
7.0,119.0,408.0,4812.0,?,132.0,?,?,?,121.0,14.73,?,108.0,?,11.6,5.0,3.13,1.0,0.0,1.0,0
30.0,?,510.0,1716.0,25.0,152.9,106.0,?,?,147.0,?,247.3,107.0,11.13,8.0,5.0,2.16,1.0,0.0,1.0,0
?,101.0,415.0,102.0,0.0,?,109.0,15.66,163.0,?,13.86,133.3,?,6.0,9.7,11.0,2.62,2.0,?,0.0,0
37.0,140.0,?,297.0,0.0,?,108.0,20.45,240.4,84.0,20.43,216.4,74.0,9.74,?,3.0,2.08,4.0,0.0,0.0,1
16.0,137.0,408.0,1331.0,0.0,?,88.0,?,209.3,86.0,?,289.9,84.0,13.05,14.5,?,3.92,?,0.0,0.0,0
41.0,104.0,408.0,4139.0,0.0,200.2,?,34.03,118.7,87.0,10.09,236.6,65.0,10.65,?,6.0,1.62,2.0,0.0,?,0
48.0,80.0,?,3709.0,0.0,239.9,121.0,40.78,142.3,51.0,12.1,364.3,106.0,16.39,9.3,?,2.51,?,0.0,0.0,0
39.0,?,510.0,1988.0,0.0,220.9,?,37.55,242.2,108.0,20.59,?,75.0,10.5,6.4,5.0,1.73,0.0,?,?,0
14.0,124.0,510.0,4146.0,?,133.2,?,?,144.2,98.0,12.26,261.0,102.0,11.75,12.0,3.0,3.24,?,0.0,0.0,1
?,116.0,?,?,0.0,133.8,88.0,22.75,177.1,?,15.05,?,106.0,8.33,12.4,4.0,3.35,2.0,0.0,0.0,0
1.0,80.0,415.0,2113.0,0.0,?,109.0,?,226.1,56.0,19.22,154.2,121.0,6.94,9.0,5.0,2.43,1.0,0.0,?,0
34.0,?,?,?,36.0,?,?,39.76,175.6,133.0,?,177.0,83.0,?,9.5,4.0,2.57,1.0,?,1.0,0
?,149.0,?,565.0,0.0,194.9,108.0,33.13,?,102.0,15.9,174.9,168.0,7.87,8.2,4.0,2.21,?,0.0,0.0,0
8.0,115.0,415.0,?,?,195.9,?,?,227.0,108.0,19.3,?,113.0,14.09,13.2,1.0,3.56,?,0.0,0.0,0
